
Fitness evolution
-----------------

Simulation 1
0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.88	0.92	0.92	0.92	0.92	0.92	0.84	0.0	0.88	0.0	0.0	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.88	0.88	0.92	0.84	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92
0.92	0.0	0.92	0.92	0.92	0.0	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.0	0.88	0.92	0.92	0.0	0.88	0.84	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.84	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.0	0.92	0.88	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.0	0.92	0.92	0.0	0.0	0.92	0.0	0.88	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.0	0.84	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.84	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.88	0.92	0.92	0.92	0.92
0.92	0.88	0.88	0.92	0.92	0.68	0.92	0.0	0.84	0.92	0.92	0.92	0.92	0.92	0.0	0.68	0.92	0.92	0.0	0.0

Simulation 48
0.76	0.0	0.0	0.76	0.0	0.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.64	0.0	0.8
0.76	0.76	0.76	0.8	0.8	0.76	0.88	0.0	0.76	0.76	0.76	0.0	0.76	0.76	0.8	0.76	0.76	0.8	0.76	0.0
0.72	0.0	0.8	0.88	0.8	0.84	0.72	0.88	0.88	0.72	0.8	0.76	0.88	0.8	0.8	0.92	0.0	0.88	0.0	0.84
0.92	0.0	0.8	0.88	0.88	0.92	0.92	0.88	0.88	0.84	0.0	0.88	0.92	0.92	0.88	0.0	0.88	0.88	0.0	0.88
0.92	0.92	0.92	0.92	0.72	0.92	0.92	0.72	0.88	0.92	0.72	0.92	0.92	0.76	0.92	0.92	0.92	0.8	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.8	0.92	0.84	0.92	0.72	0.0	0.92	0.92	0.92	0.92	0.0	0.92	0.92
0.92	0.92	0.92	0.72	0.0	0.92	0.92	0.92	0.92	0.92	0.88	0.92	0.92	0.0	0.0	0.92	0.8	0.92	0.92	0.92
0.92	0.92	0.92	0.8	0.92	0.92	0.92	0.92	0.84	0.72	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.0	0.92	0.92
0.92	0.92	0.92	0.92	0.76	0.92	0.92	0.84	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.84	0.84	0.92	0.92	0.0	0.8	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.88	0.92	0.88	0.72	0.72
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.88	0.92	0.92	0.88	0.92	0.0	0.92	0.92	0.92	0.92	0.0	0.84	0.76	0.6	0.92	0.0	0.92	0.92	0.92
0.92	0.88	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.88	0.92	0.92	0.0	0.92
0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.88	0.92	1.0	0.0	0.92	0.92	0.76	0.92	0.0	0.92	0.92
0.88	0.92	0.76	0.0	1.0	0.76	1.0	1.0	0.0	0.92	0.92	0.92	0.0	0.92	1.0	0.92	0.0	0.8	0.92	0.84

Simulation 49
0.0	0.0	0.0	0.64	0.52	0.68	0.0	0.64	0.0	0.4	0.0	0.0	0.68	0.0	0.52	0.0	0.6	0.0	0.0	0.0
0.6	0.68	0.68	0.64	0.6	0.0	0.8	0.64	0.68	0.64	0.64	0.64	0.64	0.0	0.68	0.64	0.68	0.68	0.64	0.64
0.64	0.0	0.68	0.64	0.68	0.8	0.68	0.68	0.72	0.72	0.64	0.0	0.68	0.76	0.8	0.72	0.64	0.68	0.68	0.8
0.8	0.8	0.8	0.64	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.8
0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
0.8	0.8	0.8	0.8	0.8	0.72	0.8	0.8	0.8	0.8	0.8	0.64	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0
0.8	0.64	0.8	0.72	0.8	0.84	0.8	0.64	0.8	0.72	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
0.72	0.8	0.8	0.84	0.8	0.72	0.8	0.8	0.84	0.8	0.8	0.72	0.8	0.8	0.8	0.8	0.8	0.72	0.84	0.8
0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.68	0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.68	0.84	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.8	0.92	0.0	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84
0.84	0.84	0.92	0.92	0.84	0.84	0.92	0.84	0.92	0.84	0.92	0.84	0.92	0.0	0.84	0.84	0.92	0.92	0.84	0.84
0.92	0.0	0.92	0.0	0.92	0.84	0.92	0.92	0.92	0.92	0.0	0.88	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.84	0.92	0.92	0.92	0.92	0.0	0.92	0.84	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.84	0.92	0.92
0.92	0.84	0.92	0.92	0.68	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.88	0.92	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.76	0.92	0.92	0.92	0.84	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.84
0.92	0.88	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.84	0.92	0.92	0.92	0.0	0.92	0.84	0.92	0.0	0.0
0.84	0.92	0.88	0.92	0.0	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.84	0.92	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.88	0.0	0.92	0.92	0.92	0.92	0.92	0.84	0.92

Simulation 50
0.84	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.68	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64
0.68	0.88	0.8	0.8	0.68	0.88	0.84	0.8	0.52	0.84	0.8	0.0	0.0	0.6	0.0	0.0	0.64	0.68	0.68	0.0
0.84	0.88	0.72	0.88	0.84	0.84	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.0	0.84	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.88	0.0	0.88
0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.0	0.88	0.88	0.0	0.88	0.88	0.88	0.76	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.84	0.8	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.0	0.88	0.88
0.88	0.88	0.88	0.68	0.88	0.88	0.68	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.68	0.88	0.96	0.88	0.0
0.96	0.88	0.68	0.96	0.88	0.76	0.0	0.88	0.96	0.96	0.84	0.88	0.88	0.84	0.88	0.88	0.96	0.88	0.88	0.68
0.92	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.72	0.96	0.0	0.96	0.96	0.96	0.92	0.76	0.96	0.96	0.96	0.0
0.96	0.96	0.96	0.92	0.92	0.96	0.96	0.96	0.0	0.96	0.96	0.96	0.96	0.0	0.0	0.92	0.92	0.96	0.96	0.96
0.96	0.96	0.96	0.96	0.96	0.96	0.0	0.88	0.96	0.92	0.96	0.96	0.96	0.96	0.92	0.96	0.0	0.96	0.96	0.0
0.96	0.96	0.84	0.72	0.96	0.96	0.92	0.96	0.0	0.96	0.92	0.96	0.96	0.0	0.96	0.84	0.96	0.0	1.0	0.96
1.0	1.0	0.96	0.88	0.96	1.0	1.0	1.0	1.0	0.96	1.0	0.96	0.96	0.96	0.96	0.92	1.0	0.96	0.72	0.96

Simulation 51
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.72	0.0	0.0	0.0	0.72	0.0	0.0	0.72	0.76	0.0	0.56	0.64
0.72	0.84	0.76	0.8	0.76	0.8	0.76	0.8	0.72	0.76	0.76	0.8	0.76	0.76	0.76	0.68	0.64	0.76	0.8	0.8
0.84	0.8	0.84	0.8	0.76	0.84	0.72	0.84	0.0	0.8	0.0	0.72	0.8	0.72	0.84	0.8	0.84	0.8	0.8	0.8
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.72	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.76	0.84	0.76	0.84	0.84	0.76	0.84	0.72	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.72
0.84	0.84	0.0	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.8	0.84	0.76	0.84	0.76	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.76	0.84	0.84	0.76	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.0	0.76	0.84	0.0	0.76	0.84	0.84	0.84
0.72	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.72	0.84	0.84	0.84	0.84	0.84	0.68	0.84	0.84
0.72	0.84	0.84	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.8	0.84	0.84	0.8	0.84	0.84	0.84	0.0	0.76
0.84	0.84	0.84	0.84	0.8	0.84	0.0	0.84	0.84	0.0	0.84	0.8	0.84	0.0	0.84	0.84	0.0	0.84	0.84	0.84
0.0	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.8	0.8	0.84	0.84	0.0	0.8	0.84	0.8	0.84	0.72
0.0	0.84	0.84	0.84	0.0	0.84	0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.0	0.84
0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.84	0.84
0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.0	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.76	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.8	0.84	0.84	0.76	0.84	0.84	0.84	0.84
0.68	0.84	0.76	0.84	0.84	0.68	0.84	0.0	0.84	0.72	0.84	0.8	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84

Simulation 52
0.0	0.64	0.0	0.56	0.88	0.0	0.64	0.0	0.8	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0
0.88	0.0	0.0	0.8	0.8	0.64	0.8	0.64	0.64	0.88	0.0	0.68	0.64	0.64	0.8	0.68	0.88	0.88	0.68	0.92
0.88	0.76	0.88	0.88	0.92	0.72	0.92	0.88	0.88	0.76	0.88	0.92	0.0	0.88	0.88	0.8	0.88	0.88	0.88	0.88
0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.0	0.96	0.92	0.92	0.92	0.92	0.0	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92
0.92	0.0	0.92	0.0	0.92	0.8	0.96	0.76	0.92	0.0	0.92	0.96	0.96	0.84	0.88	0.92	0.96	0.92	0.92	0.96
0.96	0.96	0.96	0.96	0.96	0.0	0.96	0.96	0.96	0.96	0.76	0.96	0.96	0.84	0.96	0.0	0.96	1.0	0.84	0.96
0.96	0.96	0.76	0.96	0.96	0.96	0.88	0.92	0.0	0.96	1.0	0.0	0.96	1.0	0.96	0.96	0.76	0.96	0.76	0.0
1.0	0.0	1.0	0.96	0.96	0.68	1.0	0.96	0.8	0.92	0.0	1.0	1.0	0.88	1.0	0.96	0.96	0.96	1.0	0.84

Simulation 53
0.72	0.68	0.88	0.56	0.0	0.72	0.72	0.0	0.0	0.0	0.64	0.6	0.56	0.0	0.88	0.72	0.0	0.64	0.64	0.0
0.88	0.64	0.88	0.88	0.88	0.88	0.72	0.88	0.8	0.72	0.88	0.64	0.0	0.88	0.76	0.0	0.88	0.72	0.88	0.8
0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.0	0.84	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.84	0.88	0.68	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.68
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.84	0.88	0.88	0.88	0.76
0.0	0.88	0.88	0.88	0.64	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.64	0.88	0.88	0.88	0.0	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.76	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.0	0.84	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.64	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.64	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88
0.88	0.88	0.64	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.88	0.0	0.88	0.72	0.0	0.88	0.88	0.88
0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.64	0.72	0.88	0.88	0.88	0.92
0.88	0.88	0.92	0.88	0.88	0.92	0.88	0.88	0.92	0.0	0.88	0.84	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.0	0.92	0.92	0.92
0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.0	0.92	0.0	0.92	0.92	0.92	0.92
0.0	0.92	0.0	0.92	0.0	0.88	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.88	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92
0.92	0.92	0.96	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.96	0.92
0.96	0.96	0.96	0.96	0.96	0.0	0.96	0.96	0.96	0.92	0.0	0.92	0.96	0.92	0.92	0.96	0.96	0.96	0.92	0.92
0.76	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.0	0.96	0.96	0.96	0.96	0.96	0.96

Simulation 54
0.52	0.6	0.64	0.64	0.92	0.0	0.0	0.0	0.6	0.68	0.84	0.0	0.6	0.68	0.52	0.0	0.0	0.72	0.0	0.56
0.0	0.0	0.92	0.0	0.72	0.92	0.84	0.0	0.8	0.92	0.84	0.92	0.84	0.72	0.0	0.92	0.72	0.92	0.68	0.92
0.92	0.8	0.92	0.92	0.8	0.92	0.92	0.92	0.92	0.78	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.0	0.0	0.92
0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.8	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.8	0.92	0.92
0.8	0.84	0.92	0.92	0.0	0.92	0.92	0.92	0.8	0.92	0.92	0.92	0.92	0.0	0.92	0.0	0.92	0.92	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.84	0.92	0.92	0.0	0.92	0.92	0.92	0.8	0.92	0.92	0.92	0.92	0.92
0.92	0.92	0.76	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.92	0.92	0.92	0.92	0.92	0.92
0.92	0.84	0.92	0.92	0.92	0.92	0.88	0.8	0.92	0.92	0.92	0.92	0.92	0.84	0.92	0.92	0.92	0.0	0.92	0.92
0.92	0.92	0.92	0.92	0.92	0.0	0.78	0.92	0.92	0.92	0.96	0.92	0.92	0.84	0.84	0.92	0.92	0.92	0.0	0.92
0.0	0.0	0.96	0.0	0.92	0.8	0.0	0.92	0.92	0.92	0.96	0.8	0.92	0.96	0.92	0.92	0.92	0.96	0.92	0.92
0.96	0.0	0.96	0.96	0.96	0.92	0.0	0.96	0.96	0.96	0.92	0.96	0.96	0.96	0.96	0.0	0.0	0.96	0.96	0.96
0.96	0.92	0.96	0.96	0.96	0.84	0.96	0.84	0.96	0.96	0.92	0.96	0.96	0.96	0.0	0.0	0.96	0.96	0.96	0.92
0.96	0.96	0.96	0.96	0.96	0.0	0.96	0.0	0.96	0.96	0.96	0.96	0.0	0.0	0.92	0.96	0.96	0.0	0.88	0.92
0.96	0.0	0.96	0.92	0.96	0.92	0.96	0.0	1.0	0.96	0.96	0.96	0.96	0.96	0.92	0.96	0.96	0.96	0.96	0.92
0.96	0.96	0.96	0.96	0.0	0.84	1.0	0.0	0.0	0.96	1.0	1.0	0.96	0.92	0.96	0.96	0.96	1.0	0.96	0.96

Simulation 55
0.0	0.0	0.8	0.0	0.0	0.8	0.84	0.56	0.56	0.0	0.64	0.0	0.0	0.0	0.0	0.88	0.48	0.0	0.88	0.0
0.0	0.88	0.88	0.88	0.88	0.84	0.84	0.88	0.88	0.88	0.0	0.0	0.8	0.88	0.84	0.88	0.88	0.88	0.72	0.8
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0
0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.64	0.88	0.88	0.88	0.0
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.0	0.0	0.88	0.88	0.8	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.8	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88
0.0	0.88	0.88	0.88	0.72	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.0	0.68	0.0	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.8	0.88	0.88	0.0	0.88	0.0	0.88	0.88	0.88	0.0	0.88	0.88	0.8	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.84	0.88	0.0
0.88	0.8	0.72	0.88	0.88	0.88	0.0	0.84	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.88	0.0	0.88
0.84	0.0	0.88	0.88	0.88	0.88	0.84	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.0	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88
0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0
0.8	0.88	0.88	0.88	0.88	0.0	0.0	0.88	0.88	0.88	0.88	0.84	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88
0.88	0.8	0.88	0.88	0.88	0.88	0.0	0.88	0.88	0.88	0.88	0.88	0.0	0.8	0.88	0.88	0.88	0.72	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.0	0.84	0.88	0.88	0.88	0.88	0.88	0.88	0.88
0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.88	0.8	0.0	0.8

Simulation 56
0.84	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.6	0.72	0.0	0.0	0.0	0.0
0.0	0.76	0.72	0.72	0.76	0.0	0.72	0.72	0.8	0.8	0.68	0.68	0.68	0.72	0.68	0.76	0.0	0.76	0.72	0.72
0.8	0.8	0.8	0.8	0.76	0.8	0.8	0.76	0.8	0.76	0.8	0.72	0.84	0.8	0.8	0.76	0.72	0.8	0.8	0.8
0.84	0.8	0.8	0.8	0.76	0.8	0.8	0.8	0.84	0.8	0.84	0.8	0.76	0.84	0.0	0.8	0.8	0.84	0.0	0.72
0.72	0.84	0.0	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.8	0.76	0.84	0.0	0.84
0.84	0.84	0.84	0.84	0.68	0.84	0.84	0.84	0.84	0.72	0.8	0.84	0.68	0.0	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.0	0.76	0.84	0.84	0.84	0.8	0.76	0.84	0.84
0.0	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.0	0.84	0.68	0.84	0.84	0.84	0.84	0.0	0.84	0.84	0.84	0.84	0.0	0.84	0.84	0.0	0.84	0.84	0.84
0.76	0.84	0.84	0.8	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76
0.84	0.76	0.84	0.0	0.0	0.84	0.84	0.84	0.72	0.84	0.84	0.72	0.84	0.84	0.84	0.84	0.68	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.68	0.84	0.84	0.84	0.84	0.76	0.76	0.84	0.84	0.0	0.84	0.0	0.84	0.0	0.84	0.84
0.84	0.0	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.0	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.0	0.0	0.84	0.84	0.84	0.84	0.0	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.0	0.76	0.84	0.84	0.84	0.84	0.68	0.72	0.8
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.72	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84
0.84	0.84	0.68	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.76	0.84
0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.84	0.84	0.84	0.76	0.84	0.84	0.84	0.84
0.84	0.68	0.68	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.0	0.84	0.68	0.84	0.84	0.84	0.76
0.84	0.84	0.72	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.84	0.72	0.84	0.72	0.0	0.0	0.84	0.84

Simulation 57
0.0	0.0	0.0	0.72	0.88	0.68	0.0	0.48	0.0	0.92	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.72	0.0	0.0
0.72	0.92	0.72	0.88	0.92	0.92	0.0	0.76	0.72	0.0	0.88	0.92	0.92	0.0	0.92	0.92	0.92	0.72	0.84	0.88
0.92	0.92	0.92	0.92	0.0	0.92	0.92	0.96	0.88	0.84	0.92	0.92	0.92	0.92	0.92	0.96	0.96	0.0	0.8	0.92
0.96	0.96	0.0	1.0	0.96	0.96	0.96	0.96	0.96	0.96	0.96	0.92	0.96	0.96	0.96	0.96	0.96	0.0	0.96	0.96
0.96	1.0	0.96	1.0	0.96	0.96	0.96	0.96	0.96	0.96	0.0	0.88	0.96	0.8	0.96	1.0	1.0	0.96	1.0	0.96

Simulation 58
0.72	0.0	0.0	0.64	0.44	0.0	0.0	0.68	0.6	0.0	0.0	0.52	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.72
0.72	0.6	0.76	0.6	0.72	0.72	0.68	0.72	0.68	0.6	0.72	0.72	0.0	0.72	0.8	0.72	0.76	0.0	0.68	0.68
0.76	0.76	0.8	0.76	0.76	0.0	0.8	0.76	0.68	0.8	0.76	0.8	0.8	0.76	0.68	0.8	0.0	0.76	0.8	0.8
0.8	0.72	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.56	0.8	0.8	0.8	0.8	0.8	0.72
0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.64	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.0	0.76	0.8
